Name,Slug,Cuisine,Price Level,Average Price,Currency,Rating,Review Count,Street,Zip Code,Locality,Country,Latitude,Longitude
La Piola Sciac a Tra,la-piola-sciac-a-tra,Italien,2,29,EUR,9,91,43 Rue de Tolbiac,75013,Paris,France,48.827869,2.371992
La Querencia,la-querencia,Argentin,3,38,EUR,9.4,106,5 Rue Malassis,75015,Paris,France,48.83356180000001,2.2941956
Le Jardin des Pâtes,le-jardin-des-pates,Français,3,30,EUR,8.9,1202,"4, rue Lacépède",75005,Paris,France,48.84365,2.35419
Qasti Bistrot - Rue Saint-Martin,qasti-bistrot-rue-saint-martin,Libanais,3,40,EUR,8.7,730,205 Rue Saint-Martin,75003,Paris,France,48.8638838,2.352692
Bistrot Kinzo,bistrot-kinzo,Français,3,49,EUR,9.5,104,13 Rue Rougemont,75009,Paris,France,48.8720575,2.3459016
Le Bois D'Ebène,le-bois-d-ebene,Africain,3,37,EUR,9.4,136,4 Rue André del Sarte,75018,Paris,France,48.8858148,2.3469374
Yookoso,yookoso,Japonais,2,20,EUR,9.5,1985,40 Rue de Laborde,75008,Paris,France,48.8755249,2.3170992
L'Étage de Pastavino,l-etage-de-pastavino,Italien,4,58,EUR,0,81,18 Rue de Buci,75006,Paris,France,48.8539417,2.336753
La Cantine Arkose Didot,la-cantine-arkose-didot,Français,1,19,EUR,8.5,76,101 Boulevard Brune,75014,Paris,France,48.8258064,2.3149492
Crêperie Montorgueil,creperie-montorgueil,Crêperie,1,18,EUR,8.9,20,37 Rue Mauconseil,75001,Paris,France,48.8640323,2.3467621
Le Chanard,le-chanard,Français,3,37,EUR,9.5,977,8 Rue Saint-Paul,75004,Paris,France,48.8530149,2.3611659
"Sourire, le Restaurant",sourire-le-restaurant,Français,4,78,EUR,9.6,772,15 Rue de la Santé,75013,Paris,France,48.837196,2.3420331
Myung Ka,myung-ka,Coréen,2,27,EUR,9.4,261,19 Boulevard Garibaldi,75015,Paris,France,48.8473766,2.3041786
Gotah Restaurant,gotah-restaurant,Méditérranéen,2,20,EUR,9.8,23,14 Bd Jules Ferry,75011,Paris,France,48.86771,2.3686725
Scaria By Les Cantiniers,scaria-by-les-cantiniers,Français,4,59,EUR,9.7,910,88 Avenue Parmentier,75011,Paris,France,48.8648502,2.375032
Néféli Traiteur Grec,nefeli-traiteur-grec,Grec,2,22,EUR,0,2,15 Rue de Moscou,75008,Paris,France,48.8806833,2.3242058
Leila L'Etoile,leila-l-etoile,Libanais,2,27,EUR,7.7,16,8 Av. de Wagram,75008,Paris,France,48.87557220000001,2.296621500000001
Caffè Concerto Paris 1955,caffe-concerto-paris-1955,Pizzeria,3,39,EUR,8.9,625,24 Rue de Gramont,75002,Paris,France,48.8707261,2.337007
Kura,kura,Japonais,4,62,EUR,9.2,1148,"56, rue de Boulainvilliers",75016,Paris,France,48.857602454223,2.2747299671173096
La Luge,la-luge,Savoyard,3,30,EUR,0,37,19 Rue Saint-Séverin,75005,Paris,France,48.8524917,2.3442096
Annapurti,annapurti,Indien,2,23,EUR,8.4,118,"69, rue de Lourmel",75015,Paris,France,48.845890292139,2.288170099258423
Pizza Flora,pizza-flora,Italien,3,31,EUR,9.1,122,113 Rue Cambronne,75015,Paris,France,48.8412351,2.303922
Mast',mast,Pizzeria,2,22,EUR,9.5,137,38 Rue Faidherbe,75011,Paris,France,48.853051,2.3831211
Café Le Bobillot,cafe-le-bobillot,Français,2,22,EUR,9.1,155,77 Rue Bobillot,75013,Paris,France,48.82596700000001,2.350710400000001
L'Étoile Brillante,l-etoile-brillante,Thaïlandais,1,19,EUR,9.5,55,147 Avenue d'Italie,75013,Paris,France,48.8202635,2.3594415
Maison BRUT Paris,maison-brut-paris,Français,4,88,EUR,0,2,18 Rue d'Abbeville,75009,Paris,France,48.8793681,2.3492165
Sterne,sterne,,4,55,EUR,8.9,254,36 Rue la Condamine,75017,Paris,France,48.8867725,2.3226554
Flam's Lombards,flam-s-lombards,Alsacien,1,15,EUR,9.2,1194,62 Rue des Lombards,75001,Paris,France,48.8599145,2.3476933
Thai Viet Gourmet,thai-viet-gourmet,Thaïlandais,2,20,EUR,9.4,1330,40 bis Rue de Tolbiac,75013,Paris,France,48.8280908,2.3719532
Chez Clara,chez-clara,Français,3,30,EUR,8.8,133,6 Pl. Albert Kahn,75018,Paris,France,48.8960687,2.3464179
31 street,31-street,Américain,1,18,EUR,9.3,289,1 Villa Gaudelet,75011,Paris,France,48.8658879,2.3795472
L'Appartement Saint-Martin,l-appartement-saint-martin,Français,3,32,EUR,8.1,336,"2 Rue du Faubourg Saint-Martin, Ou 96 Rue René boulanger, 75010 Paris, France",75010,Paris,France,48.869265,2.3559948
Lakshmi Bhavan - Montmartre,lakshmi-bhavan-montmartre,Indien,2,23,EUR,9.5,488,"57, rue Rodier",75009,Paris,France,48.881151517085,2.344409942626953
Côté Saint-Germain,cote-saint-germain,Français,3,40,EUR,8.3,177,150 Boulevard Saint-Germain,75006,Paris,France,48.8531658,2.3366251
Kenze'M,kenze-m,Méditérranéen,2,26,EUR,9.2,261,3 Rue de la Procession,75015,Paris,France,48.8404242,2.3052875
Il Giardino,il-giardino,Européen,4,68,EUR,9.3,55,9 Rue d'Aguesseau,75008,Paris,France,48.8702476,2.3192008
COME PRIMA by OSKIAN,come-prima-by-oskian,Italien,2,27,EUR,9,871,139 Rue Saint Honoré,75001,Paris,France,48.8617003,2.3406887
Le Germinal,le-germinal,Français,2,24,EUR,8.8,169,95 Av. Emile Zola,75015,Paris,France,48.8469875,2.2893419
El Pueblito,el-pueblito,Colombien,2,21,EUR,9.6,190,7 Av. de la Prte de Vanves,75014,Paris,France,48.8259828,2.304625
L'Atypic,l-atypic,Français,3,50,EUR,9.4,1111,51 Rue du Théâtre,75015,Paris,France,48.84868,2.2890301
Café Millésimes,cafe-millesimes,Français,2,22,EUR,9.3,313,88 Rue de Picpus,75012,Paris,France,48.8403807,2.3991608
Symbiose,symbiose,Asiatique,2,25,EUR,9.4,38,11 Rue de Paradis,75010,Paris,France,48.8745481,2.3539569
Komatsubaki,komatsubaki,Japonais,4,117,EUR,9.9,523,3 Rue d'Artois,75008,Paris,France,48.8722719,2.3087754
Philippe Excoffier,philippe-excoffier,Français,4,68,EUR,9.4,1939,"18, rue de l'Exposition",75007,Paris,France,48.85754,2.30309
Saveurs d'Himalaya,saveurs-d-himalaya,Indien,2,26,EUR,8.7,389,22 Rue Boussingault,75013,Paris,France,48.8238315,2.3450079
Rush Bar,rush-bar,Anglais,2,20,EUR,9.1,41,32 Rue Saint-Sébastien,75011,Paris,France,48.8613616,2.3702767
Château Kefraya,chateau-kefraya,Libanais,1,19,EUR,9.3,404,"143, rue du Château",75014,Paris,France,48.834373757866,2.321739912033081
Maison Louvard,maison-louvard,,3,30,EUR,9.1,314,11 Rue de Châteaudun,75009,Paris,France,48.8757291,2.3406384
Francette,francette,Français,3,50,EUR,8.7,564,Port de Suffren,75007,Paris,France,48.8587628,2.2914287
Sourire d´Asie,sourire-d-asie,Vietnamien,3,30,EUR,9.2,194,18 Rue Taine,75012,Paris,France,48.8380456,2.3926302
Le Reflet Paris ,le-reflet-paris,Français,2,28,EUR,0,0,11 Rue de Braque,75003,Paris,France,48.8611253,2.3562227
Fuero,fuero,Basque,2,22,EUR,8.5,377,11 Cr des Petites Écuries,75010,Paris,France,48.8727765,2.3520023
Maison de la Truffe Madeleine,maison-de-la-truffe-madeleine,Français,4,77,EUR,9.1,1345,"19, place de la Madeleine",75008,Paris,France,48.870824917499,2.324199914932251
OH' 102,oh-102,Italien,2,20,EUR,8.9,280,102 Rue du Château,75014,Paris,France,48.8357648,2.3191884
Oh! Quai Latin,oh-quai-latin,Brésilien,2,28,EUR,8.8,793,45 Quai des Grands Augustins,75006,Paris,France,48.8548429,2.3418636
Chez Mireille Bistrot,chez-mireille-bistrot,Français,2,25,EUR,8.4,18,46 Bd Murat,75016,Paris,France,48.843903,2.256589
Fakra,fakra,Libanais,3,35,EUR,9.1,1646,317 rue Faubourg Saint Antoine,75011,Paris,France,48.848917744469,2.3935999870300293
La Basilicata Gaité,la-basilicata-gaite,Italien,2,22,EUR,8.6,129,32 Rue de la Gaité,75014,Paris,France,48.8389869,2.3228869
Ile Sushi,ile-sushi,Japonais,2,26,EUR,8.7,173,"21, Rue Saint-Denis",75001,Paris,France,48.85952,2.34768
Marie Rose,marie-rose,Français,2,29,EUR,0,1,172 Rue de Vaugirard,75015,Paris,France,48.8425142,2.310878600000001
Le Bar Long - Le Royal Monceau - Raffles Paris,le-bar-long-le-royal-monceau-raffles-paris,Français,4,59,EUR,8.6,107,37 Avenue Hoche,75008,Paris,France,48.8758263,2.3004069
Chen pan pan 陈盘盘麻辣烫,chen-pan-pan,Asiatique,1,15,EUR,8.9,40,11 Rue La Fayette,75009,Paris,France,48.87398040000001,2.336041499999999
Le Costaud des Batignolles,le-costaud-des-batignolles,Français,3,50,EUR,10,3024,10 Rue Brochant,75017,Paris,France,48.8884274,2.3175723
La Piscine Saint Louis,la-piscine-saint-louis,Européen,3,35,EUR,0,32,2 Rue Juliette Dodu,75010,Paris,France,48.8743688,2.3701077
Resto - Louvre,resto-louvre,Français,2,23,EUR,5.8,15,26 Quai du Louvre,75001,Paris,France,48.8590015,2.340765
Chanceux,chanceux,Français,2,20,EUR,9.4,505,57 Rue Saint-Maur,75011,Paris,France,48.8623479,2.3798121
Stéphane Martin,stephane-martin,Français,4,60,EUR,9,1158,"67, rue des Entrepreneurs",75015,Paris,France,48.845034238013,2.2894399166107178
L'Atelier Gusto,l-atelier-gusto,Espagnol,2,20,EUR,9.7,80,45 Rue Saint-Maur,75011,Paris,France,48.861707,2.380261
Yinan et Hugo,yinan-et-hugo,Chinois,3,35,EUR,8.4,438,7 Rue Brézin,75014,Paris,France,48.8309736,2.3282711
La Grande Cascade,la-grande-cascade,Français,4,200,EUR,9.4,7094,"Bois de Boulogne, allée de Longchamp",75016,Paris,France,48.86379,2.24011
Les Inséparables,les-inseparables,Français,3,40,EUR,9.6,1816,"12, rue Francoeur",75018,Paris,France,48.89023,2.34204
Cléo,cleo,Français,4,62,EUR,9.5,2219,19 Boulevard de la Tour-Maubourg,75007,Paris,France,48.8605086,2.3107185
Siamin,siamin,Thaïlandais,3,40,EUR,9,744,19 Rue Bayard,75008,Paris,France,48.8668768,2.3074629
L'Envers du Décor - Théâtre Tristan Bernard 8ème,l-envers-du-decor-theatre-tristan-bernard-8eme,Français,3,33,EUR,9.1,531,70 Rue du Rocher,75008,Paris,France,48.879187,2.3187898
Yummy House,yummy-house,Thaïlandais,3,30,EUR,9.4,278,54 Rue Daguerre,75014,Paris,France,48.8348799,2.327436
Restaurant kozo,restaurant-kozo,Français,4,78,EUR,9,497,48 Rue Saint-Georges,75009,Paris,France,48.8772095,2.3373341
Café Saint Honorée,cafe-saint-honoree,Français,2,28,EUR,8.9,630,194 Rue Saint-Honoré,75001,Paris,France,48.8626408,2.3380638
Le Sentier,le-sentier,Français,2,25,EUR,0,0,97 Rue Réaumur,75002,Paris,France,48.8676341,2.3456973
Yum Teahouse,yum-teahouse,Asiatique,2,25,EUR,9.6,444,57 Rue de Gergovie,75014,Paris,France,48.8323857,2.3172245
Kokio,kokio,Asiatique,1,13,EUR,9,145,25 Rue Saint-Jacques,75005,Paris,France,48.8514245,2.3459736
Wunderbär,wunderbar,Allemand,1,17,EUR,9.2,206,16 Rue Beaurepaire,75010,Paris,France,48.8702414,2.3639994
Carni,carni,,3,30,EUR,9.4,33,75 Rue Marguerite de Rochechouart,75009,Paris,France,48.881484,2.3463269
Tokyotori,tokyotori,Japonais,2,20,EUR,8.5,85,18 Rue Monsieur le Prince,75006,Paris,France,48.8501418,2.339672
Bistro Ramen Ryukishin,bistro-ramen-ryukishin,Asiatique,2,27,EUR,9,32,59 Rue de Richelieu,75002,Paris,France,48.8669798,2.3372496
Mikuna Sentier,mikuna-sentier,Péruvien,2,25,EUR,8.5,838,140 Rue Montmartre,75002,Paris,France,48.868687,2.3436175
Salento Montmartre,salento-montmartre,Italien,2,29,EUR,9.2,7031,48 Rue Condorcet,75009,Paris,France,48.8803808,2.3434892
Cafe Madame,cafe-madame,Français,3,36,EUR,9.6,38,25 Rue de Vaugirard,75006,Paris,France,48.8483597,2.3317999
Café Ranelagh (ex-Pop's),cafe-ranelagh-ex-pop-s,Italien,3,30,EUR,9.2,230,38 Rue du Ranelagh,75016,Paris,France,48.854351,2.2759266
Les Ombres restaurant – Quai Branly,les-ombres-restaurant-quai-branly,Français,4,145,EUR,8.7,669,27 Quai Jacques Chirac,75007,Paris,France,48.86178,2.29869
La Trottinette,la-trottinette,Italien,2,20,EUR,9.4,53,23 Rue de la Fontaine au Roi,75011,Paris,France,48.8684863,2.3705922
Thaiger,thaiger,Thaïlandais,2,25,EUR,8.7,1500,16 Rue de la Harpe,75005,Paris,France,48.8524001,2.3445207
Mélody Café - Restaurant Libanais,melody-cafe-restaurant-libanais,Libanais,2,26,EUR,8.9,205,62 Rue de Rome,75008,Paris,France,48.8800907,2.3218142
L'Imperatif,l-imperatif,Français,1,19,EUR,8.8,6546,135 Boulevard Brune,75014,Paris,France,48.8250292,2.3183516
Kirane India,kirane-india,Indien,3,34,EUR,9.2,816,20 Rue du Débarcadère,75017,Paris,France,48.8780651,2.2855453
New Delhi,new-delhi,Indien,2,21,EUR,9.2,1604,4 Pass. Brady,75010,Paris,France,48.8711036,2.3559655
Halle quatre,halle-quatre,Français,2,29,EUR,8.8,97,17 Rue du Cotentin,75015,Paris,France,48.8385634,2.3150179
Dim Dim Sum,dim-dim-sum,Chinois,2,20,EUR,8.9,316,20 Rue du Grenier-Saint-Lazare,75003,Paris,France,48.863103,2.3534821
Deux Restaurant - Bistrot de Chefs,deux-restaurant-bistrot-de-chefs,Français,3,40,EUR,0,20,58 Rue de la Fontaine au Roi,75011,Paris,France,48.8680803,2.3738958
 Les Enfants Terribles,les-enfants-terribles,Français,2,22,EUR,9.3,37,63 Rue Saint-Maur,75011,Paris,France,48.862725,2.3793777
Lella Baya,lella-baya,Méditérranéen,1,18,EUR,6.8,20,19 Rue St Denis,75001,Paris,France,48.8594726,2.347677
Samourai,samourai,Japonais,2,23,EUR,9,80,42 Avenue de la Porte d'ivry,75013,Paris,France,48.8210114,2.3707991
La Scène Thélème,la-scene-theleme,Français,4,100,EUR,9.5,2234,18 Rue Troyon,75017,Paris,France,48.876328,2.2952667
Bian bian nouilles,bian-bian-nouilles,Asiatique,2,20,EUR,9,33,14 Rue du Pot de Fer,75005,Paris,France,48.8430328,2.3487562
L'Heure Bleue,l-heure-bleue,Français,3,33,EUR,8.9,762,"57, rue Arthur Rozier",75019,Paris,France,48.87912,2.39108
N3 Villa Haussmann,n3-villa-haussmann,Français,3,46,EUR,8.9,361,132 Boulevard Haussmann,75008,Paris,France,48.8753446,2.3167161
Chez Fernand Christine,chez-fernand-christine,Français,3,51,EUR,9.5,2038,"9, Rue Christine",75006,Paris,France,48.85451,2.33948
Yo,yo,Thaïlandais,3,43,EUR,9.7,1627,"10, rue de Port-Mahon",75002,Paris,France,48.869444865425,2.334059953689575
Didon,didon,Français,4,70,EUR,9.2,633,8 Rue du Dragon,75006,Paris,France,48.8537625,2.3311074
Eva et Viki,eva-et-viki,Français,2,21,EUR,0,1,25 Rue Marguerite de Rochechouart,75009,Paris,France,48.87786370000001,2.3446596
Jòia par Hélène Darroze,joia-par-helene-darroze,Français,4,60,EUR,8.8,2732,39 Rue des Jeuneurs,75002,Paris,France,48.8696974,2.3434488
Les Bariolés de Maud,les-barioles-de-maud,Français,2,22,EUR,8.6,512,12 Rue Buffault,75009,Paris,France,48.8755745,2.3420004
El beldi,el-beldi,Marocain,1,18,EUR,0,0,41 Bd Ornano,75018,Paris,France,48.89496560000001,2.3465343
Bistro Volnay,bistro-volnay,Français,4,78,EUR,0,170,8 Rue Volney,75002,Paris,France,48.86921,2.33003
Bana Lounge,bana-lounge,Africain,2,22,EUR,8.4,49,88 Rue Lemercier,75017,Paris,France,48.8888987,2.3199982
Au p'tit cahoua,au-p-tit-cahoua,Marocain,1,19,EUR,7.8,170,39 Boulevard Saint-Marcel,75013,Paris,France,48.838305,2.3574173
Dong Né,dong-ne,Coréen,1,16,EUR,0,21,15 Rue Violet,75015,Paris,France,48.8492085,2.2946553
Hémicycle,hemicycle,,4,114,EUR,9.3,152,5 Rue de Bourgogne,75007,Paris,France,48.8599589,2.3183161
Buja végétarien,buja-vegetarien,Thaïlandais,1,18,EUR,9.6,222,19 Rue du Père Guérin,75013,Paris,France,48.8301347,2.353743500000001
L'EntreMets,l-entremets,Argentin,1,15,EUR,0,0,1 Rue Falguière,75015,Paris,France,48.84412409999999,2.3177275
Le Select Vignon,le-select-vignon,Français,2,25,EUR,8.9,39,11 Rue Vignon,75008,Paris,France,48.8709769,2.3259787
Pangus-sèvres,pangus-sevres,Argentin,1,19,EUR,9.8,39,133 Rue de Sèvres,75006,Paris,France,48.8472019,2.3180417
Star Belle Sushi,star-belle-sushi,Japonais,1,19,EUR,8.5,16,77 Rue des Morillons,75015,Paris,France,48.8321162,2.3034302
La Cantine des Tontons,la-cantine-des-tontons,Français,2,25,EUR,8.8,576,36 Rue de Dantzig,75015,Paris,France,48.8333436,2.2983313
Laurent Dubois - Printemps,laurent-dubois-printemps,Français,3,36,EUR,8.9,104,64 Boulevard Haussmann,75009,Paris,France,48.8739773,2.3280576
O Soleil Couscous Maison,o-soleil-couscous-maison,Algérien,2,20,EUR,9.9,72,21 Rue de Patay,75013,Paris,France,48.8249153,2.3754812
Tagawa,tagawa,Japonais,3,47,EUR,9.4,369,37 Rue Rouelle,75015,Paris,France,48.8497592,2.2890432
Tokioyaki 10,tokioyaki-10,Japonais,1,18,EUR,9.6,242,231 Rue du Faubourg Saint-Martin,75010,Paris,France,48.8820078,2.3659973
Shinko,shinko,Asiatique,3,42,EUR,9,76,27 Bd des Italiens,75002,Paris,France,48.8709753,2.3353917
Yamadaya,yamadaya,Japonais,1,18,EUR,8.1,8,84 Rue de Maubeuge,75009,Paris,France,48.87948910000001,2.3491763
La Brasserie Thaï,la-brasserie-thai,Thaïlandais,3,35,EUR,9.3,461,5 Rue Poulbot,75018,Paris,France,48.8867583,2.3398449
Les Nouilles Dansantes,les-nouilles-dansantes,Chinois,1,18,EUR,9.2,449,12 Rue Vignon,75009,Paris,France,48.8707931,2.3262545
Delhicious,delhicious,Indien,2,20,EUR,9.3,11,33 Rue des Bourdonnais,75001,Paris,France,48.8602901,2.3449075
Sukhumvit,sukhumvit,Thaïlandais,1,18,EUR,0,0,88 Rue Oberkampf,75011,Paris,France,48.8652688,2.376782
Les Petites Bouchées,les-petites-bouchees,Européen,3,33,EUR,9.5,1972,"4, rue du Roi de Sicile",75004,Paris,France,48.85569,2.36077
A la Banane Ivoirienne,a-la-banane-ivoirienne,Africain,2,26,EUR,9.3,702,"10, rue de La Forge Royale",75011,Paris,France,48.85114,2.3804
Les Deux Colombes,les-deux-colombes,Français,3,33,EUR,9.3,1400,4 Rue de la Colombe,75004,Paris,France,48.8546955,2.3504299
Yoom Martyrs,yoom-martyrs,Chinois,3,33,EUR,9.5,859,"20, rue des Martyrs",75009,Paris,France,48.877930328496,2.339639902114868
ANDIA,andia,Cuisine du monde,4,52,EUR,8.6,3925,19 Chaussée de la Muette,75016,Paris,France,48.8581268,2.2722877
JJ Paris 8ème,jj-paris-8eme,Français,4,55,EUR,9.1,685,"34, rue de Penthièvre",75008,Paris,France,48.872337912667,2.3135499954223633
Café Francoeur,cafe-francoeur,Français,3,38,EUR,9.2,186,129 Rue Caulaincourt,75018,Paris,France,48.88991840000001,2.342388900000001
Pom'Cannelle,pom-cannelle,Crêperie,2,20,EUR,8.7,117,27 Rue des Deux Ponts,75004,Paris,France,48.8520648,2.3565031
Quinsou,quinsou,Français,4,125,EUR,8.7,22,33 Rue de l'Abbé Grégoire,75006,Paris,France,48.84767739999999,2.3256129
Brasserie Le President,brasserie-le-president,Français,3,40,EUR,8.9,103,59 Av. Franklin Delano Roosevelt,75008,Paris,France,48.8714383,2.3098371
Lulu’s,lulu-s,Français,2,20,EUR,8.8,169,93 Av. Kléber,75116,Paris,France,48.8637658,2.2881517
Arnaud Nicolas,arnaud-nicolas,Français,4,72,EUR,9.5,1835,46 Avenue de la Bourdonnais,75007,Paris,France,48.8569232,2.3009561
ChuanTianXiang 串天香,chuantianxiang,Chinois,3,31,EUR,9.6,10,8 Rue de Hanovre,75002,Paris,France,48.8702364,2.335098700000001
Restaurant Edgar & Achille,restaurant-edgar-achille,Français,4,57,EUR,9,660,31 Rue d'Alexandrie,75002,Paris,France,48.8681109,2.3499443
Restaurant ORIGINI,restaurant-origini,Italien,2,21,EUR,9.5,729,85 Rue de Charonne,75011,Paris,France,48.8540216,2.3820544
Maison Sūkoon,maison-sukoon,Vegan,2,28,EUR,9,129,142 Av. du Maine,75014,Paris,France,48.8346459,2.3235724
Le Bar du Faubourg,le-bar-du-faubourg,Français,3,41,EUR,9.3,209,15 Rue Boissy d'Anglas,75008,Paris,France,48.868414,2.3213247
Jaisalmer,jaisalmer,Indien,2,24,EUR,8.8,124,"11, avenue Père Lachaise",75020,Paris,France,48.86411750738,2.3976399898529053
Phô 5,pho-5,Vietnamien,2,21,EUR,8.8,140,31 Rue Saint-Jacques,75005,Paris,France,48.8513387,2.3459985
Jia Yan,jia-yan,Chinois,3,33,EUR,9.4,1111,5 Rue Humblot,75015,Paris,France,48.851007,2.293288
Thaï Express,thai-express,Thaïlandais,1,18,EUR,8.5,12,33 Rue Jacques Hillairet,75012,Paris,France,48.84333,2.388641
Thaï-Lao,thai-lao,Thaïlandais,3,35,EUR,8.2,329,"38, boulevard Garibaldi",75015,Paris,France,48.846746331631,2.305259943008423
Le Caveau de l'Isle,le-caveau-de-l-isle,Français,3,37,EUR,9.2,8133,36 Rue Saint-Louis en l'Ile,75004,Paris,France,48.8517389,2.3572582
Scugnizzo Pizzeria,scugnizzo-pizzeria,Italien,2,25,EUR,9.5,446,20 Rue Pierre Leroux,75007,Paris,France,48.8490956,2.3191005
LES KOMPLICES,les-komplices,Fusion,3,45,EUR,9.6,46,55 Rue des Mathurins,75008,Paris,France,48.8733314,2.3219406
[A-QA ONLY!] The Guzmania,a-qa-only-the-guzmania,Asiatique,1,18,EUR,0,0,35 Rue Jean Goujon,75008,Paris,France,48.8651991,2.3044864
Ischia,ischia,Italien,3,50,EUR,9,381,14 Rue Cauchy,75015,Paris,France,48.8429308,2.2758101
Semoule,semoule,Marocain,3,31,EUR,7.8,600,"30, rue faubourg Montmartre",75009,Paris,France,48.873850862081,2.3425400257110596
A Modo Mio,a-modo-mio,Italien,2,29,EUR,9.5,2490,4 Rue de Turenne,75004,Paris,France,48.8549071,2.3633242
La Gazelle - Montmartre,la-gazelle-montmartre,Marocain,3,36,EUR,8.6,256,"24, rue Damremont",75018,Paris,France,48.888516321481,2.3331298828125
La Trattoria d'Auteuil,la-trattoria-d-auteuil,Italien,3,43,EUR,8.9,16,75 bis Rue d'Auteuil,75016,Paris,France,48.847728,2.2607143
Cafe Signes,cafe-signes,Français,2,20,EUR,8.3,6,33 Av. Jean Moulin,75014,Paris,France,48.8258824,2.3225771
Le Temps des Cerises,le-temps-des-cerises,Français,3,35,EUR,9.5,1115,31 Rue de la Cerisaie,75004,Paris,France,48.8525497,2.3641897
Le 14 Juillet,le-14-juillet,Français,3,33,EUR,9,1737,"99, Rue Didot",75014,Paris,France,48.82838,2.31609
Villa Medici,villa-medici,Italien,2,26,EUR,9.3,836,11 Rue Saint-Placide,75006,Paris,France,48.8495083,2.3249127
Sibien,sibien,Français,2,27,EUR,9.3,9,30 Rue La Pérouse,75116,Paris,France,48.8703693,2.2938656
A L'Up Thaï,a-l-up-thai,Thaïlandais,2,24,EUR,8.9,346,17 Rue de Constantinople,75008,Paris,France,48.8799287,2.3203291
Odette et Charlus,odette-et-charlus,Français,2,23,EUR,9.2,39,232 Rue de Vaugirard,75015,Paris,France,48.8405028,2.304009499999999
Les 5 Saisons,les-5-saisons,Asiatique,2,22,EUR,9.2,173,52 Boulevard Arago,75013,Paris,France,48.8351651,2.3445838
Robata,robata,Asiatique,1,19,EUR,9.1,54,96 Rue Claude Decaen,75012,Paris,France,48.8387816,2.396408
Shinjuku Sushi,shinjuku-sushi,Asiatique,1,18,EUR,9.3,31,16 Rue Lacharrière,75011,Paris,France,48.8617718,2.3777766
A Casaluna,a-casaluna,Corse,3,40,EUR,9.4,9844,"6, rue de Beaujolais",75001,Paris,France,48.866155169615,2.3390700817108154
Papelini Saint Martin,papelini-saint-martin,Italien,2,27,EUR,8.9,151,61 Rue du Faubourg Saint-Martin,75010,Paris,France,48.8716711,2.3569784
Park Avenue,park-avenue,Américain,2,24,EUR,8.9,120,29 Av. Corentin Cariou,75019,Paris,France,48.8972783,2.3848091
Comptoir Saudade,comptoir-saudade,Portugais,2,20,EUR,8.6,82,27 bis Rue de La Jonquière,75017,Paris,France,48.8938626,2.3217738
Gros,gros,Français,2,29,EUR,9.5,95,4 Cour des Petites Écuries,75010,Paris,France,48.8724069,2.3537382
Los Güeros,los-gueros,Mexicain,2,26,EUR,9.3,150,28 Rue Saint-Ambroise,75011,Paris,France,48.8627855,2.3790269
L'Etoile de Charonne,l-etoile-de-charonne,Français,3,35,EUR,9.2,2046,"109, boulevard de Charonne",75011,Paris,France,48.855300901863,2.3951499462127686
Eat Day,eat-day,Japonais,1,15,EUR,8.9,465,73 Rue Saint-Martin,75004,Paris,France,48.8594747,2.3503484
Rusidda,rusidda,Italien,3,33,EUR,9.6,491,1 Rue Borda,75003,Paris,France,48.8660117,2.3574577
Tout à Croquer,tout-a-croquer,Français,2,29,EUR,9.1,1671,"22, rue de Douai",75009,Paris,France,48.8821031,2.3340104
Romy's café,romy-s-cafe,Italien,2,25,EUR,8.5,49,123 Boulevard de Magenta,75010,Paris,France,48.8800598,2.3523859
Chez Georges,chez-georges,Français,4,72,EUR,9.5,550,1 Rue du Mail,75002,Paris,France,48.8664138,2.3413963
Kouki,kouki,Asiatique,1,17,EUR,9,208,13 Boulevard Haussmann,75009,Paris,France,48.8724175,2.3355504
Camone - Vietnamese Bistro,camone-vietnamese-bistro,Vietnamien,3,30,EUR,9.3,807,103 Rue Damrémont,75018,Paris,France,48.8950452,2.3372042
Dream Café,dream-cafe,Français,3,35,EUR,9.7,1440,39 Boulevard du Montparnasse,75006,Paris,France,48.8449553,2.3213818
BISTROT MARLOE PARIS,bistrot-marloe-paris,Français,4,78,EUR,9.3,900,12 Rue du Commandant Rivière,75008,Paris,France,48.8727843,2.3084321
La Table des Anges,la-table-des-anges,Français,3,38,EUR,9.3,1603,"66, rue des Martyrs",75009,Paris,France,48.8810933,2.3402331
iRASSHAi - BIWAN,irasshai-biwan,Japonais,4,70,EUR,9.3,62,40 Rue du Louvre,75001,Paris,France,48.86268680000001,2.3419284
Alivi,alivi,Corse,3,37,EUR,9.2,78,27 Rue du Roi de Sicile,75004,Paris,France,48.85644869999999,2.3574241
Bozen Voltaire,bozen-voltaire,Japonais,2,20,EUR,9,79,201 Bd Voltaire,75011,Paris,France,48.8527393,2.3890898
KBG Korean Barbecue Grill,kbg-korean-barbecue-grill,Coréen,3,44,EUR,8.7,1668,14 Rue du Dragon,75006,Paris,France,48.8536903,2.3307621
Japanos Ramen Bar,japanos-ramen-bar,Japonais,1,19,EUR,8.8,1437,1 Rue Étienne Marcel,75001,Paris,France,48.8633199,2.350557
Le Chef Thaï,le-chef-thai,Thaïlandais,2,29,EUR,9.3,690,59 Rue des Gravilliers,75003,Paris,France,48.8643365,2.3547266
Au Bercail,au-bercail,Français,2,25,EUR,6.5,6,1 Rue Paul Albert,75018,Paris,France,48.88651300000001,2.3449419
