Name,Slug,Cuisine,Price Level,Average Price,Currency,Rating,Review Count,Street,Zip Code,Locality,Country,Latitude,Longitude
Le Passage,le-passage,Français,1,19,EUR,9.1,135,46 Rue des Fossés Saint-Bernard,75005,Paris,France,48.8475935,2.3529908
Totorino,totorino,Italien,2,20,EUR,9.5,26,36 Rue de Bagnolet,75020,Paris,France,48.8568991,2.3979538
"Judy, Cantine Qualitarienne - Fleurus",judy-cantine-qualitarienne-fleurus,,2,28,EUR,0,28,18 Rue de Fleurus,75006,Paris,France,48.8471735,2.3304612
L'Italien,l-italien,Pizzeria,2,25,EUR,0,4247,40 Rue de Ponthieu,75008,Paris,France,48.8713567,2.3077982
Le Joy,le-joy,Français,4,92,EUR,9.2,723,"46, avenue George V",75008,Paris,France,48.8711329,2.3012184
Massawa,massawa,Ethiopien,2,24,EUR,9.5,2842,"22, rue du Château Landon",75010,Paris,France,48.881414922864,2.362910032272339
Public House,public-house,Anglais,3,30,EUR,0,0,21 Rue Daunou,75002,Paris,France,48.8699267,2.330262
Le Beef Marais - Steakhouse Viandes Maturées,le-beef-marais-steakhouse-viandes-maturees,Français,3,41,EUR,8.6,3330,33 Rue des Rosiers,75004,Paris,France,48.8578143,2.3580078
Salsamenteria di Parma,salsamenteria-di-parma,Italien,3,31,EUR,9.1,740,40 Rue Saint-Georges,75009,Paris,France,48.87657,2.3372013
Chez Thanina ,chez-thanina,Marocain,2,25,EUR,0,2,131 Av. de Saint-Ouen,75017,Paris,France,48.89615749999999,2.328331099999999
Café Beauvau,cafe-beauvau,Français,3,31,EUR,9,84,9 Rue de Miromesnil,75008,Paris,France,48.87180499999999,2.315917
La Chaumière,la-chaumiere,Français,2,25,EUR,8.7,122,4 Rue Jean du Bellay,75004,Paris,France,48.8528092,2.3535546
Le Souk,le-souk,Marocain,2,24,EUR,9.6,264,1 Rue Keller,75011,Paris,France,48.8535166,2.3766414
Le Bossu,le-bossu,Français,3,48,EUR,9.3,3067,17 Rue des Deux Ponts,75004,Paris,France,48.8516891,2.356257
BOUKAN | Caribbean Bistro,boukan-caribbean-bistro,Créole,3,30,EUR,9.5,245,16 Rue Dupetit-Thouars,75003,Paris,France,48.8656517,2.3616018
Kyo Montparnasse,kyo-montparnasse,Japonais,2,25,EUR,8.8,5327,"2, rue de la Gaité",75014,Paris,France,48.84112,2.32472
Jiang Nan,jiang-nan,Asiatique,2,20,EUR,9.2,269,10 Rue de Mazagran,75010,Paris,France,48.8704993,2.3516612
Les Tontons 14ème,les-tontons-14eme,Français,2,29,EUR,9.1,2318,38 rue Raymond Losserand,75014,Paris,France,48.835096914447,2.3202900886535645
Ha Long Baie,ha-long-baie,Vietnamien,2,22,EUR,9.4,473,80 Rue de Saussure,75017,Paris,France,48.88655,2.3134145
Aux Trois Arbres,aux-trois-arbres,Cuisine du monde,3,33,EUR,0,0,154 Av. de Flandre,75019,Paris,France,48.8940814,2.3817895
La Boissonniere Charonne,la-boissonniere-charonne,Français,3,32,EUR,9.3,141,52 Rue Léon Frot,75011,Paris,France,48.8562152,2.3862992
Léon - Montparnasse,leon-montparnasse,,2,23,EUR,8.3,1352,82 Boulevard du Montparnasse,75014,Paris,France,48.842977,2.3259898
Sugar Times,sugar-times,Crêperie,1,15,EUR,7.7,43,96 Rue Cambronne,75015,Paris,France,48.8413804,2.3033791
Zamane,zamane,Libanais,1,15,EUR,9.4,547,14 Av. de Versailles,75016,Paris,France,48.8507621,2.2770882
Osaba,osaba,Espagnol,2,27,EUR,9.2,286,29 Rue Saint-Placide,75006,Paris,France,48.8488976,2.325619
Trésor de Kashmir,tresor-de-kashmir,Indien,2,26,EUR,9.1,5733,6 Passage Brady,75010,Paris,France,48.8712393,2.3553022
Chatuchak,chatuchak,Thaïlandais,2,22,EUR,0,0,10 Rue Berryer,75008,Paris,France,48.8752943,2.3040208
La Petite Place,la-petite-place,Français,2,26,EUR,8.4,197,202 Rue du Faubourg Saint-Antoine,75012,Paris,France,48.8498515,2.3852042
Kim Opéra - Rue Danielle Casanova 75001,kim-opera-rue-danielle-casanova-75001,Japonais,2,20,EUR,8,692,15 Rue Danielle Casanova,75001,Paris,France,48.867753,2.3324119
Rarita,rarita,Italien,2,26,EUR,9.2,1444,100 Rue Saint-Honoré,75001,Paris,France,48.8616356,2.3422347
Sellae,sellae,Français,4,52,EUR,8.9,1432,18 Rue des Wallons,75013,Paris,France,48.838707,2.359609
Alétinetine,aletinetine,Asiatique,2,20,EUR,9.1,177,9 Rue Danton,75006,Paris,France,48.8522362,2.341342
Au Gourmet de Picpus,au-gourmet-de-picpus,Français,3,30,EUR,9.1,267,58 Rue de Picpus,75012,Paris,France,48.8433504,2.3968312
Les Diamantaires,les-diamantaires,Grec,3,36,EUR,9.4,641,60 Rue la Fayette,75009,Paris,France,48.8752633,2.3430378
Villa Marquise,villa-marquise,Français,3,50,EUR,9.1,300,111 Rue de Vaugirard,75006,Paris,France,48.8451678,2.3207834
Respiro,respiro,Italien,3,35,EUR,9.8,71,18 Rue Maître Albert,75005,Paris,France,48.8505216,2.3495002
AU88 - Bar à salade & patates au four garnies,au88-bar-a-salade-patates-au-four-garnies,Français,1,14,EUR,9.5,42,88 Rue Blanche,75009,Paris,France,48.882571,2.3321258
Auberge de Venise Montparnasse,auberge-de-venise-montparnasse,Italien,3,32,EUR,9.2,21022,"10, rue Delambre",75014,Paris,France,48.841810724031,2.3286499977111816
RESTAURANT YENNAYER CHEZ MAKSEL,restaurant-yennayer-chez-maksel,Méditérranéen,2,20,EUR,9.3,48,14 Rue de la Chine,75020,Paris,France,48.8674782,2.3989869
Bilou,bilou,Italien,1,15,EUR,5.8,5,5 Rue de Lappe,75011,Paris,France,48.8541662,2.3719468
Brasserie de l'Europe,brasserie-de-l-europe,,2,20,EUR,8.5,51,11 Rue de Lisbonne,75008,Paris,France,48.8776541,2.3158764
La Forge 5ème,la-forge-5eme,Français,3,40,EUR,9.5,614,"14, rue Pascal",75005,Paris,France,48.838519211803,2.3496599197387695
La Ruche à Miel,la-ruche-a-miel,Méditérranéen,2,25,EUR,9,515,19 Rue d'Aligre,75012,Paris,France,48.8498071,2.3784506
Le Bistrot du Passage,le-bistrot-du-passage,Français,3,37,EUR,9.3,451,14 Passage Geffroy-Didelot,75017,Paris,France,48.8824,2.3173423
Ristorante Promessa,ristorante-promessa,Italien,2,25,EUR,9.4,110,49 Rue Caulaincourt,75018,Paris,France,48.8893057,2.3344318
Bacioni,bacioni,Italien,2,27,EUR,9.3,1149,11bis Rue de Cotte,75012,Paris,France,48.8490262,2.3772018
A Smorfia Pizzeria,a-smorfia-pizzeria,Italien,2,22,EUR,9.6,104,158 Rue Saint-Maur,75011,Paris,France,48.86941720000001,2.3741058
Le Chasséen,le-chasseen,Français,3,33,EUR,8.7,456,6 Rue Crozatier,75012,Paris,France,48.8455468,2.382986
Le Den,le-den,Italien,2,27,EUR,8.9,131,167 Rue de Grenelle,75007,Paris,France,48.857442,2.3055413
Grains,grains,Français,3,37,EUR,9.7,8,6 Rue Mabillon,75006,Paris,France,48.8524971,2.3349966
L'Ascension Custine,l-ascension-custine,Français,2,20,EUR,9.1,90,62 Rue Custine,75018,Paris,France,48.88980729999999,2.343312
Imperial Raviolis,imperial-raviolis,Chinois,2,21,EUR,9.5,16,15 Rue Louis Bonnet,75011,Paris,France,48.8710473,2.3765084
Mamabali - Paris 17,mamabali-paris-17,Indonésienne,3,34,EUR,9.2,242,2 Rue Brunel,75017,Paris,France,48.8763361,2.2891546
Le Boissy d'Anglas,le-boissy-d-anglas,Français,3,44,EUR,9.3,762,41 Rue Boissy d'Anglas,75008,Paris,France,48.8700984,2.32229
Le Cristal Vignon,le-cristal-vignon,Français,2,29,EUR,8.7,17,27 Rue Vignon,75008,Paris,France,48.8719636,2.3262092
Cial,cial,Coréen,2,27,EUR,9.3,543,16 Rue Mondétour,75001,Paris,France,48.8627645,2.3481171
Les Belles Plantes,les-belles-plantes,Méditérranéen,3,31,EUR,9.8,12,47 Rue Cuvier,75005,Paris,France,48.8447439,2.356943
Shinjuku Sushi,shinjuku-sushi,Japonais,2,23,EUR,0,14,32 Rue Saint-Paul,75004,Paris,France,48.853992,2.3623647
Lakou,lakou,Chinois,3,33,EUR,9.3,539,13 Boulevard Garibaldi,75015,Paris,France,48.8475371,2.3035451
Les Bariolés de Maud - Paris 11e,les-barioles-de-maud-paris-11e,Français,2,25,EUR,9.2,436,8 Rue Saint-Bernard,75011,Paris,France,48.8509951,2.3816425
Swann et Vincent 15è,swann-et-vincent-15e,Italien,3,33,EUR,9.3,321,32 Boulevard Garibaldi,75015,Paris,France,48.8467379,2.3048667
Le Saint Medard,le-saint-medard,Français,2,25,EUR,9.1,330,53 Rue Censier,75005,Paris,France,48.8393327,2.3503136
Le Kilimandjaro,le-kilimandjaro,Africain,3,34,EUR,9.7,81,4 Rue Burnouf,75019,Paris,France,48.8754217,2.3740099
Little Italia,little-italia,Pizzeria,1,16,EUR,0,261,61 Rue de Saussure,75017,Paris,France,48.8857923,2.3144166
La Gourmandise,la-gourmandise,Italien,2,25,EUR,8.8,499,28 Rue Augereau,75007,Paris,France,48.8564509,2.3025758
Dip Tandoori,dip-tandoori,Indien,2,21,EUR,9.4,245,"5, boulevard Saint-Marcel",75013,Paris,France,48.839505934967,2.360690116882324
Ginza,ginza,Japonais,2,20,EUR,0,126,50 Rue Daguerre,75014,Paris,France,48.8347761,2.3276184
Le Fantomas,le-fantomas,Français,2,20,EUR,9.3,32,59 Rue d'Orsel,75018,Paris,France,48.8834821,2.339966
Yolee Restaurant Coréen,yolee-restaurant-coreen,Coréen,1,13,EUR,9.4,178,61 Rue du Chemin Vert,75011,Paris,France,48.8600067,2.3773297
Joayo Champs-Élysées,joayo-champs-elysees,Coréen,3,40,EUR,9.6,169,47 Rue de Berri,75008,Paris,France,48.8746061,2.3078341
Villa Darjeeling,villa-darjeeling,Indien,2,26,EUR,9.5,1796,110 Boulevard de Charonne,75020,Paris,France,48.8543213,2.3965587
La Sifflotte,la-sifflotte,Français,3,30,EUR,9.1,504,22 Rue de Mazagran,75010,Paris,France,48.8709889,2.35221
Au Coeur de l'Himalaya,au-coeur-de-l-himalaya,Indien,2,24,EUR,8.6,66,275 Rue de Belleville,75019,Paris,France,48.8758647,2.400576
Mâche,mache,Français,4,80,EUR,9.5,255,61 Rue de Chabrol,75010,Paris,France,48.8769636,2.3509406
Taj Mahal Paris,taj-mahal-paris,Indien,2,24,EUR,8.9,1245,7 Rue Simon le Franc,75004,Paris,France,48.86001659999999,2.3537448
Il Duca,il-duca,Italien,3,30,EUR,9.1,993,"26, rue Yvonne le Tac",75018,Paris,France,48.8844,2.33922
Street Food Asiatique Paris,street-food-asiatique-paris,Asiatique,2,21,EUR,9.7,19,13 Rue Saint-Blaise,75020,Paris,France,48.85982860000001,2.4048698
Spot 24 Café,spot-24-cafe,Français,3,36,EUR,7.9,20,101 Quai Jacques Chirac,75015,Paris,France,48.85568999999999,2.2902982
Le Petit Olympia,le-petit-olympia,Français,3,45,EUR,8.8,914,6 Rue de Caumartin,75009,Paris,France,48.8706588,2.328246
Caves Pétrissans,caves-petrissans,Français,3,48,EUR,9.4,724,30 bis Avenue Niel,75017,Paris,France,48.8813668,2.2958583
Chacha & Compagnie Gambetta,chacha-compagnie-gambetta,Fruits de mer,3,40,EUR,8.9,2047,1 bis Rue des Rondonneaux,75020,Paris,France,48.8632547,2.399263
Café Atelier,cafe-atelier,Français,2,27,EUR,8.7,8,95 Bd du Montparnasse,75006,Paris,France,48.84269399999999,2.3281246
Taigasu -Teppanyaki,taigasu-teppanyaki,Asiatique,3,30,EUR,9.2,142,2 Rue Mademoiselle,75015,Paris,France,48.8434882,2.2940092
Chez Kim,chez-kim,Asiatique,2,26,EUR,9.2,201,3 Rue de Mouzaïa,75019,Paris,France,48.8802253,2.3909478
Le Céleste ,le-celeste,Cuisine du monde,2,25,EUR,8.6,433,1 Rue Paul Bourget,75013,Paris,France,48.8179474,2.3588522
Contraste,contraste,Français,4,130,EUR,9.4,832,18 Rue d'Anjou,75008,Paris,France,48.8703982,2.321331900000001
Bel Canto Paris - Hotel de ville ,bel-canto-paris-hotel-de-ville,Français,4,98,EUR,9.4,2468,"72, quai de l'hôtel de ville",75004,Paris,France,48.854510267855,2.3546299934387207
La Dame de Paris ,la-dame-de-paris,Français,2,25,EUR,9.3,112,11 Rue d'Arcole,75004,Paris,France,48.854275,2.3498567
Feyrouz,feyrouz,Libanais,2,25,EUR,9.2,83,10 Rue de Lourmel,75015,Paris,France,48.85014410000001,2.2916178
La Chope,la-chope,Français,1,18,EUR,8.7,93,69 Pl. de la Réunion,75020,Paris,France,48.8556854,2.4005204
Origines Restaurant,origines-restaurant,Français,4,109,EUR,9.6,31,6 Rue de Ponthieu,75008,Paris,France,48.870307,2.3113253
Bistrot Gisèle,bistrot-gisele,Français,2,20,EUR,9.4,270,204 Rue St Denis,75002,Paris,France,48.8674118,2.3516806
Arboré,arbore,,3,45,EUR,9.1,779,29 Rue de l'Arcade,75008,Paris,France,48.8728674,2.3240135
Le Patio Opéra,le-patio-opera,Italien,4,59,EUR,7.9,1212,"5, rue Meyerbeer",75009,Paris,France,48.871943986324,2.333319902420044
Malro,malro,Italien,4,52,EUR,9.3,119,7 Rue Froissart,75003,Paris,France,48.861411,2.3661941
Le bruit qui court,le-bruit-qui-court,Français,2,22,EUR,9,930,69ter Rue Damrémont,75018,Paris,France,48.8925892,2.3352667
Mây Hồng Paris,may-hong-paris,Vietnamien,1,18,EUR,9.7,13,111 Av. d'Ivry,75013,Paris,France,48.82550699999999,2.361073499999999
Venezia,venezia,Italien,3,31,EUR,9.4,685,"3, rue Corbineau",75012,Paris,France,48.838848121684,2.3816399574279785
L'Îlot Vache,l-ilot-vache,Français,4,63,EUR,9,877,"35, rue Saint-Louis en l'île",75004,Paris,France,48.85188,2.3564
Dulcinea,dulcinea,Italien,2,29,EUR,8.7,1372,"41, rue Pierre Fontaine",75009,Paris,France,48.883190994191,2.3328800201416016
Seoul Lab,seoul-lab,Coréen,2,25,EUR,9.7,218,91 Rue Amelot,75011,Paris,France,48.86061970000001,2.3677867
Winner's Chicken,winner-s-chicken,Asiatique,1,12,EUR,9.1,187,29 Rue des Plantes,75014,Paris,France,48.8294784,2.322963
L'Orange Verte,l-orange-verte,Français,3,36,EUR,8.6,1900,92 Rue de Maubeuge,75010,Paris,France,48.8800537,2.3509093
THAICHI,thaichi,Chinois,1,15,EUR,0,143,47 Rue au Maire,75003,Paris,France,48.8648015,2.3550727
Take Otac,take-otac,Mexicain,2,22,EUR,8.9,18,89 Rue d'Avron,75020,Paris,France,48.8526597,2.4053017
Pierre Hermé,pierre-herme,Français,3,45,EUR,9.1,771,53 Rue de Grenelle,75007,Paris,France,48.8545334,2.3255918
KoÏ Bowl,koi-bowl,Asiatique,1,19,EUR,9.1,19,11 Rue Tronchet,75008,Paris,France,48.8716002,2.325372300000001
Le Grand Bol,le-grand-bol,Chinois,2,25,EUR,9.2,221,7 Rue de la Présentation,75011,Paris,France,48.8709815,2.3768053
L'Impasto,l-impasto,Italien,2,26,EUR,9.2,791,63 Rue Traversière,75012,Paris,France,48.8490617,2.3745749
Bo Bun Vivienne,bo-bun-vivienne,Asiatique,1,15,EUR,8.6,112,7 Gal des Variétés,75002,Paris,France,48.8709462,2.3414463
Le Villaret,le-villaret,Français,4,59,EUR,9.5,931,"13, Rue Ternaux",75011,Paris,France,48.86431324701,2.3728699684143066
Mariba,mariba,Vietnamien,2,23,EUR,9.4,185,103 Rue Legendre,75017,Paris,France,48.8886948,2.3217716
Fondue Dragon,fondue-dragon,Chinois,2,20,EUR,0,90,5 Rue Étienne Marcel,75001,Paris,France,48.8634589,2.3502322
Kunitoraya,kunitoraya,Japonais,4,180,EUR,9.8,66,5 Rue Villedo,75001,Paris,France,48.8661259,2.3362277
La Table du Caviste Bio,la-table-du-caviste-bio,Français,4,66,EUR,9.5,1032,55 Rue de Prony,75017,Paris,France,48.8824483,2.3036529
Diva's kabaret,diva-s-kabaret,Français,2,25,EUR,0,2,33 Rue des Rosiers,75004,Paris,France,48.8577419,2.3580114
Le Macareux,le-macareux,Français,2,20,EUR,9.1,85,15 Rue du Croissant,75002,Paris,France,48.8688641,2.3440469
L'Hypothese,l-hypothese,Français,2,29,EUR,9.2,737,43 Rue de Vaugirard,75006,Paris,France,48.847784,2.329875
Amoud,amoud,Marocain,0,0,EUR,0,35,10 Rue Mignard,75116,Paris,France,48.8628613,2.2738077
Maharaj,maharaj,Indien,1,18,EUR,8.8,34,7 Av. du Dr Arnold Netter,75012,Paris,France,48.8415194,2.4046582
Restaurant Vatel - Paris,restaurant-vatel-paris,Français,4,55,EUR,9.3,1407,122 Rue Nollet,75017,Paris,France,48.8896038,2.3170492
Rodizio Paris,rodizio-paris,Brésilien,3,30,EUR,8.8,949,5 Boulevard Victor,75015,Paris,France,48.8353842,2.2816916
Chez Zhong,chez-zhong,Chinois,2,20,EUR,8.8,183,"69, avenue Kleber",75116,Paris,France,48.8657637,2.2895825
Alegria,alegria,Français,4,60,EUR,0,0,98 Rue Boileau,75016,Paris,France,48.83984040000001,2.2616474
Baroche Café Brasserie,baroche-cafe-brasserie,Français,3,46,EUR,0,1180,"101, rue La Boétie",75008,Paris,France,48.871286599151,2.30718994140625
La Puttanesca,la-puttanesca,Italien,3,30,EUR,6.9,11,11 Rue de Moscou,75008,Paris,France,48.8803674,2.325343
Topo Rive Gauche,topo-rive-gauche,Français,3,40,EUR,8.3,39,12 Rue Saint-Séverin,75005,Paris,France,48.8524532,2.3457413
Zo Eun Sig Tag,zo-eun-sig-tag,Coréen,3,30,EUR,9.3,415,20 Cours de Vincennes,75012,Paris,France,48.8475699,2.4008397
Dao,dao,Asiatique,3,33,EUR,9.1,355,55 Boulevard Saint-Marcel,75013,Paris,France,48.8376561,2.3554979
Bcbg Gourmet,bcbg-gourmet,Américain,2,26,EUR,9,687,96 Boulevard de Grenelle,75015,Paris,France,48.8496731,2.2952851
Taj Mahal,taj-mahal,Indien,1,16,EUR,8.8,235,106 Avenue de Saint-Mandé,75012,Paris,France,48.8441119,2.4098537
D Noodles,d-noodles,Chinois,2,22,EUR,9.4,72,7 Rue Jean-Pierre Timbaud,75011,Paris,France,48.8650803,2.3670681
Agata,agata,Pizzeria,3,30,EUR,9.2,336,168 Bd Saint-Germain,75006,Paris,France,48.8535714,2.3353157
Xiaolong Mian,xiaolong-mian,Chinois,1,17,EUR,8.9,326,76 Rue Mazarine,75006,Paris,France,48.8540409,2.3380923
O Core Mio,o-core-mio,Italien,2,25,EUR,9.4,536,95 Rue de Saussure,75017,Parigi,France,48.8872275,2.3119323
Marcela,marcela,Français,2,26,EUR,9.6,17,8 Rue Meslay,75003,Paris,France,48.8674639,2.3621085
Canal Sushi,canal-sushi,Japonais,1,18,EUR,9.6,7,151 Quai de Valmy,75010,Paris,France,48.8778886,2.36539
Scandle,scandle,Français,2,24,EUR,8.8,822,68 Rue Blanche,75009,Paris,France,48.8813265,2.3317477
Touki Bouki,touki-bouki,Cuisine du monde,2,23,EUR,9,11,68 Rue Julien Lacroix,75020,Paris,France,48.8720401,2.3827619
Mina Mahal,mina-mahal,Indien,2,29,EUR,9,164,"25, rue Cambronne			
",75015,Paris,France,48.845890292139,2.3019399642944336
Com Restaurant,com-restaurant,Vietnamien,2,25,EUR,9.1,286,9 Rue des Petits Champs,75001,Paris,France,48.8662402,2.3387243
Le Paris 17,le-paris-17,,3,35,EUR,9,352,41 Rue Guersant,75017,Paris,France,48.8820002,2.2885758
Le 38 Bar Lounge,le-38-bar-lounge,Français,3,46,EUR,8.8,229,38 Rue de l'Échiquier,75010,Paris,France,48.8721373,2.3493324
Le Bonheur de Cardinet,le-bonheur-de-cardinet,Italien,2,20,EUR,9.1,67,138 Rue Cardinet,75017,Paris,France,48.8869226,2.3137116
La Basilicata Alésia,la-basilicata-alesia,Italien,2,22,EUR,9,204,36 Avenue Jean Moulin,75014,Paris,France,48.8264822,2.3234087
La Serenissima,la-serenissima,Italien,0,0,EUR,8.9,184,14 Rue Pierre Fontaine,75009,Paris,France,48.8812638,2.3347662
Saudade,saudade,Portugais,3,39,EUR,9.3,1491,34 Rue des Bourdonnais,75001,Paris,France,48.8600791,2.3455015
Desi Road,desi-road,Indien,3,40,EUR,8.3,1407,14 Rue Dauphine,75006,Paris,France,48.8556872,2.339902
Le Cuistot Tibétain,le-cuistot-tibetain,,2,25,EUR,9.8,52,59 Rue des Entrepreneurs,75015,Paris,France,48.8454767,2.2886032
Restaurant Fouxing,restaurant-fouxing,Asiatique,1,18,EUR,9.2,361,51 Rue des Écoles,75005,Paris,France,48.8499184,2.3431447
Coin de Paradis,coin-de-paradis,Asiatique,1,10,EUR,0,2,37 Rue au Maire,75003,Paris,France,48.8646473,2.3557064
Aux Saveurs du Liban,aux-saveurs-du-liban,Libanais,2,21,EUR,8.7,32,11 Rue Eugène Jumin,75019,Paris,France,48.8870137,2.3923669
Le Bayadère,le-bayadere,Français,4,60,EUR,9.5,654,35 Rue de Berri,75008,Paris,France,48.873714,2.3062449
Dream Sushi Paris 16,dream-sushi-paris-16,Japonais,1,15,EUR,8.8,21,32 Rue Scheffer,75116,Paris,France,48.8618451,2.2825104
L’Eterneel ,l-eterneel,Africain,3,36,EUR,8.9,56,Rue Buzelin,75018,Paris,France,48.8911241,2.3641052
LE SPOT,le-spot,Cuisine du monde,2,21,EUR,9.9,7,49 Rue Marguerite de Rochechouart,75009,Paris,France,48.8791957,2.3454202
Villa Gypsy Paris,villa-gypsy-paris,Fusion,2,20,EUR,9,70,126 Rue Legendre,75017,Paris,France,48.8886477,2.3222411
Chez Prada Teixeira,chez-prada-teixeira,Portugais,3,30,EUR,9,33,18 Rue Eugène Jumin,75019,Paris,France,48.8874431,2.3925352
Seulement Sea,seulement-sea,,3,41,EUR,9.5,1568,9 Rue Lobineau,75006,Paris,France,48.8516002,2.3361369
Le Marceau,le-marceau,Français,3,50,EUR,8.1,93,39 Av. Marceau,75116,Paris,France,48.8684953,2.2986034
Café Le Jasmin,cafe-le-jasmin,Français,2,27,EUR,8.7,10,79 Av. Mozart,75016,Paris,France,48.8529444,2.268584
Café Divan,cafe-divan,Français,3,30,EUR,8.8,33,60 Rue de la Roquette,75011,Paris,France,48.8551897,2.374019
L'Envol,l-envol,Français,3,40,EUR,8.7,268,221 Av. Jean Jaurès,75019,Paris,France,48.88970639999999,2.3939918
Pho 144,pho-144,Vietnamien,1,19,EUR,8.7,114,144 Avenue Jean Jaurès,75019,Paris,France,48.8869158,2.3866406
Le Café de la Poste,le-cafe-de-la-poste,Français,2,25,EUR,9.4,36,76 Rue Damrémont,75018,Paris,France,48.89155639999999,2.3351259
Les Artizans,les-artizans,Français,3,35,EUR,8.9,1894,30 Rue Montorgueil,75001,Paris,France,48.8637385,2.346614
La Couvée,la-couvee,Européen,3,35,EUR,9.3,1572,32 Rue Véron,75018,Paris,France,48.8849924,2.3356595
Café des Abattoirs,cafe-des-abattoirs,Steakhouse,0,0,EUR,0,0,10 r. Gomboust,75001,Paris,France,48.86738,2.33259
Manal,manal,Libanais,2,20,EUR,8.5,77,77 Rue de Rennes,75006,Paris,France,48.8505255,2.330344999999999
Cuppa Gallery,cuppa-gallery,Américain,1,18,EUR,8.6,30,86 Rue de l'Université,75007,Paris,France,48.8594655,2.3235136
L'Affamé,l-affame,Français,3,30,EUR,9.2,758,28 Avenue de la Porte des Poissonniers,75018,Paris,France,48.8995156,2.3525198
Bar Restaurant Le Croix Nivert,bar-restaurant-le-croix-nivert,Français,2,22,EUR,9.6,5,22 Rue de l'Abbé Groult,75015,Paris,France,48.8421367,2.294180700000001
Tchello Ristorante Italiano,tchello-ristorante-italiano,Italien,3,35,EUR,9,598,9 Rue Lord Byron,75008,Paris,France,48.87311769999999,2.3003754
La Table de Lucie,la-table-de-lucie,Français,3,39,EUR,8.9,2520,29 Rue d'Édimbourg,75008,Paris,France,48.8792844,2.318934
Oburg’kampf,oburg-kampf,Américain,1,18,EUR,0,6,52 Rue de la Folie Méricourt,75011,Paris,France,48.8642112,2.3719921
Vin et Marée Maine-Montparnasse,vin-et-maree-maine-montparnasse,,3,49,EUR,9.1,18562,"108, Avenue du Maine",75014,Paris,France,48.83681,2.32325
Art Bistro,art-bistro,,3,39,EUR,7.6,200,56B Rue de Clichy,75009,Paris,France,48.8811541,2.3287797
Restaurant Yemeni Paris 9,restaurant-yemeni-paris-9,Cuisine du monde,2,24,EUR,9.2,3,47 Rue Notre Dame de Lorette,75009,Paris,France,48.8796309,2.3358259
Le 27 Madame,le-27-madame,Français,2,26,EUR,9.4,597,27 Rue Madame,75006,Paris,France,48.8497878,2.3319456
Kanpai,kanpai,Japonais,2,25,EUR,9.4,181,19 Rue Bréa,75006,Paris,France,48.842922,2.3300279
La Pause Libanaise Sentier,la-pause-libanaise-sentier,Libanais,1,18,EUR,9.3,45,104 Rue Réaumur,75002,Paris,France,48.8673826,2.347981400000001
Almydan,almydan,Libanais,1,16,EUR,9.2,168,160 Rue du Faubourg Poissonnière,75010,Paris,France,48.8821854,2.3498877
Ponzu,ponzu,Asiatique,2,29,EUR,9,1153,101 Rue Lauriston,75116,Paris,France,48.8669459,2.2877794
